LinearRegression,RandomForest,GradientBoosting
85.34995210210066,85.28343886286237,92.18521928551918
96.61948447930007,92.95143680903067,104.004237474797
95.4736169505908,83.8141397998878,102.7282974724967
104.19077173498684,93.69017848244792,109.02591829142627
94.70939090101469,89.62307087366928,101.89197172243124
90.26993344843868,83.20173762269867,97.87779960585739
96.80414683371765,91.87783047279265,105.09322243247101
88.79196112946852,84.53669087086296,94.33368011794978
94.61163157298908,84.61586974720838,102.94447393468512
90.17455758182814,88.7793125996507,96.96302024303486
91.51567031334851,80.77527709683775,99.15798072161734
87.63159422114329,87.60881206458504,93.52407307296683
89.65306251096477,78.75865369541873,97.44415056170337
95.025981513818,89.7134637188964,100.26645567192757
95.7387125119155,89.54510447003308,105.57148823134163
90.21783696067757,82.45996125599129,95.936736245355
94.6598637094291,84.84863240311637,103.0260719922211
99.19861839358516,87.59376989882726,105.6356408086601
91.14270816099501,83.95356281647206,96.77174102488732
102.86462658998299,90.04440814630664,109.59669190267243
97.4698434501586,87.31479168509277,106.20764129718027
96.52892505009156,86.96489293876036,104.62461387653056
102.68023992944674,90.55315209089498,108.40893395607505
99.34371087418387,93.57250167602025,105.91151904794623
93.13668698550907,86.8496237346895,100.00725594343666
86.96634487645912,87.76083416987093,93.67744719138777
88.15382653968533,85.2339435869399,96.32523860074431
86.37325833037417,79.50285850771097,92.36350279291791
90.95612716010014,83.30485237240774,96.71317737732338
95.49317130963716,88.55888508627622,102.5589240241866
93.72487520419801,86.77638958520866,100.69257083072502
