LinearRegression,RandomForest,GradientBoosting
85.34995210210066,68.33998580685434,89.311219173665
96.61948447930007,76.78432999859628,100.94736478232907
95.4736169505908,74.81495239810218,100.44299609174554
104.19077173498684,80.42812636533502,106.53814650507684
94.70939090101469,75.93441781742003,99.82598556707143
90.26993344843868,66.44245802255563,94.64940913587205
96.80414683371765,77.44557197215521,102.2520912165614
88.79196112946852,69.48588446503717,91.737455722069
94.61163157298908,74.2988534734612,100.05093410181807
90.17455758182814,75.0069265259059,93.97109916477912
91.51567031334851,70.8345997860441,95.77064383842973
87.63159422114329,71.33827562677857,91.11193785090337
89.65306251096477,67.85395745869569,94.22007798613443
95.025981513818,76.5901071693384,97.88193996333996
95.7387125119155,75.52327691431559,103.1993000397118
90.21783696067757,69.30180456938871,93.32909003860304
94.6598637094291,73.38745754028453,100.07116672310548
99.19861839358516,75.87885252003167,102.83507339114844
91.14270816099501,71.58289908886444,93.9159057871276
102.86462658998299,77.31524214222836,106.58699895069913
97.4698434501586,73.54225415294705,103.23498598068625
96.52892505009156,75.14765101377114,101.35332183381026
102.68023992944674,78.6814051698592,105.4920481037702
99.34371087418387,79.4273540136069,103.42830595658234
93.13668698550907,72.03018630658748,96.99745106673997
86.96634487645912,69.12514567120185,91.0767909874533
88.15382653968533,73.50276301477298,93.3319609593994
86.37325833037417,65.31693585687691,90.04748703446764
90.95612716010014,71.33607786257248,94.57447781018979
95.49317130963716,75.81595446938195,99.62047969580729
93.72487520419801,73.417123573099,97.92687151530323
