LinearRegression,RandomForest,GradientBoosting
85.34995210210066,64.06239883724436,87.24670472958996
96.61948447930007,73.67468071672072,98.82347584907254
95.4736169505908,72.91598367750764,98.04491831080074
104.19077173498684,76.81242742817606,104.38533125997306
94.70939090101469,74.7318137573417,97.6381432348524
90.26993344843868,64.79615604535448,91.97763804510262
96.80414683371765,73.6313106270035,99.7689754713979
88.79196112946852,65.84221016188263,89.97327484354366
94.61163157298908,72.65223559873202,97.8204759255499
90.17455758182814,72.42253407234317,91.6945644968724
91.51567031334851,67.21936389517636,93.12443943701214
87.63159422114329,68.70794196872005,89.7856036918229
89.65306251096477,65.02577778247489,91.69059363137595
95.025981513818,74.81103109361797,95.95533989024823
95.7387125119155,73.95658033012437,101.1128679147043
90.21783696067757,66.1619149352491,90.76288509835547
94.6598637094291,71.7121494097941,97.89989683941565
99.19861839358516,75.84975403738419,100.79123786017198
91.14270816099501,70.23404736549483,91.87780309894227
102.86462658998299,74.83308820743288,104.12515662437245
97.4698434501586,69.9941593217539,100.70234003150682
96.52892505009156,73.27417153512599,98.94316476834155
102.68023992944674,77.77431551409123,103.44705931581855
99.34371087418387,76.47185992240807,101.27849395542285
93.13668698550907,69.38729559158274,94.98724131888252
86.96634487645912,64.70619438020036,88.97207819066914
88.15382653968533,69.2004792211909,91.08563965834021
86.37325833037417,63.29818031814936,87.96252750109143
90.95612716010014,68.18138177282043,92.77449176411771
95.49317130963716,73.66872889809298,97.1249687087719
93.72487520419801,70.8670055474397,95.7259110488713
