LinearRegression,RandomForest,GradientBoosting
85.34995210210066,73.86330442532453,91.03260235367281
96.61948447930007,83.89748880123284,102.73818052503496
95.4736169505908,77.83759444781482,101.65640314699263
104.19077173498684,85.08386187265566,107.88896869371088
94.70939090101469,82.11291633092077,100.99573777812084
90.26993344843868,73.09194353574641,96.5546561232178
96.80414683371765,80.6003551976216,103.8535943814414
88.79196112946852,74.92078516453597,93.30628054716132
94.61163157298908,77.72676632111327,101.7145274301876
90.17455758182814,80.65233514108618,95.76611636384203
91.51567031334851,72.40399086102816,97.73415366795817
87.63159422114329,80.02900468379464,92.52973289134219
89.65306251096477,72.72388395755786,96.04517420276646
95.025981513818,80.82455247432412,99.23156110670297
95.7387125119155,80.6617411748699,104.58992377078894
90.21783696067757,73.14897767308395,94.85486411450594
94.6598637094291,77.44432953019314,101.77386803941604
99.19861839358516,80.1475609460172,104.51369025158566
91.14270816099501,76.47760952886716,95.53121136415565
102.86462658998299,79.85424903980439,108.27922529689631
97.4698434501586,77.39610073064406,104.93501266074668
96.52892505009156,79.27446934140715,103.334536598513
102.68023992944674,84.13426528312652,107.14401048766047
99.34371087418387,85.09522944898069,104.83573876138186
93.13668698550907,78.05484945734969,98.68751562416821
86.96634487645912,74.9624420235954,92.5605322312807
88.15382653968533,78.60422331503543,94.97295916878862
86.37325833037417,71.09147430746759,91.39431914768451
90.95612716010014,73.29825154582898,95.69771476796927
95.49317130963716,80.03313587706833,101.36980555401071
93.72487520419801,78.18158974793656,99.51742056839018
